,,,,,,,,
,,,,,ZipCode,Forecast_Month,Forecast_Rent,Volatility
,,,,,30093,12,1460.11,7.92
,,,,,30094,3,1828.63,10.75
,,,,,30094,6,1848.21,10.75
,,,,,30094,9,1862.06,10.75
,,,,,30094,12,1884.21,10.75
,,,,,30096,3,1630.68,6.25
,,,,,30096,6,1652.64,6.25
,,,,,30096,9,1675.27,6.25
,,,,,30096,12,1693.23,6.25
,,,,,30097,3,1899.53,6.51
,,,,,30097,6,1912.39,6.51
,,,,,30097,9,1924.66,6.51
,,,,,30097,12,1950.36,6.51
,,,,,30101,3,2069.22,16.23
,,,,,30101,6,2094.29,16.23
,,,,,30101,9,2134.68,16.23
,,,,,30101,12,2155.63,16.23
,,,,,30102,3,1983.91,14.73
,,,,,30102,6,1998.66,14.73
,,,,,30102,9,2009.09,14.73
,,,,,30102,12,2027.83,14.73
,,,,,30106,3,1827.99,10.38
,,,,,30106,6,1855.71,10.38
,,,,,30106,9,1880.04,10.38
,,,,,30106,12,1911.7,10.38
,,,,,30107,3,2052.89,6.94
,,,,,30107,6,2052.89,6.94
,,,,,30107,9,2052.89,6.94
,,,,,30107,12,2027.8,6.94
,,,,,30114,3,2113.63,14.53
,,,,,30114,6,2141.82,14.53
,,,,,30114,9,2172.96,14.53
,,,,,30114,12,2193.33,14.53
,,,,,30115,3,1926.56,8.92
,,,,,30115,6,1941.21,8.92
,,,,,30115,9,1959.86,8.92
,,,,,30115,12,1973.43,8.92
,,,,,30117,3,1366.78,6.46
,,,,,30117,6,1377.94,6.46
,,,,,30117,9,1400.81,6.46
,,,,,30117,12,1412.13,6.46
,,,,,30120,3,1711.64,11.2
,,,,,30120,6,1720.14,11.2
,,,,,30120,9,1727.82,11.2
,,,,,30120,12,1729.46,11.2
,,,,,30121,3,1708.64,7.59
,,,,,30121,6,1715.61,7.59
,,,,,30121,9,1725.91,7.59
,,,,,30121,12,1748.28,7.59
,,,,,30122,3,1549.76,10.22
,,,,,30122,6,1557.36,10.22
,,,,,30122,9,1565.9,10.22
,,,,,30122,12,1573.61,10.22
,,,,,30126,3,2002.67,9.35
,,,,,30126,6,2022.58,9.35
,,,,,30126,9,2041.38,9.35
,,,,,30126,12,2064.58,9.35
,,,,,30127,3,2081.46,10.35
,,,,,30127,6,2107.96,10.35
,,,,,30127,9,2135.86,10.35
,,,,,30127,12,2154.98,10.35
,,,,,30132,3,2251.36,14.1
,,,,,30132,6,2276.16,14.1
,,,,,30132,9,2292.46,14.1
,,,,,30132,12,2305.37,14.1
,,,,,30134,3,1742.33,11.84
,,,,,30134,6,1779.8,11.84
,,,,,30134,9,1808.97,11.84
,,,,,30134,12,1828.96,11.84
,,,,,30135,3,2041.46,12.55
,,,,,30135,6,2069.04,12.55
,,,,,30135,9,2098.26,12.55
,,,,,30135,12,2118.82,12.55
,,,,,30141,3,1968.03,19.56
,,,,,30141,6,1997.32,19.56
,,,,,30141,9,2017.57,19.56
,,,,,30141,12,2023.17,19.56
,,,,,30144,3,1794.8,6.86
,,,,,30144,6,1806.32,6.86
,,,,,30144,9,1829.94,6.86
,,,,,30144,12,1853.6,6.86
,,,,,30152,3,2102.05,15.32
,,,,,30152,6,2118.8,15.32
,,,,,30152,9,2148.38,15.32
,,,,,30152,12,2174.39,15.32
,,,,,30157,3,2022.07,6.8
,,,,,30157,6,2056.97,6.8
,,,,,30157,9,2074.19,6.8
,,,,,30157,12,2089.8,6.8
,,,,,30161,3,1199.8,13.92
,,,,,30161,6,1195.35,13.92
,,,,,30161,9,1209.78,13.92
,,,,,30161,12,1201.54,13.92
,,,,,30165,3,1220.11,6.37
,,,,,30165,6,1211.2,6.37
,,,,,30165,9,1213.42,6.37
,,,,,30165,12,1221.92,6.37
,,,,,30168,3,1812.5,11.43
,,,,,30168,6,1831.57,11.43
,,,,,30168,9,1849.24,11.43
,,,,,30168,12,1871.72,11.43
,,,,,30179,3,1727.5,23.65
,,,,,30179,6,1734.72,23.65
,,,,,30179,9,1730.48,23.65
,,,,,30179,12,1710.5,23.65
,,,,,30180,3,1927.43,16.28
,,,,,30180,6,1947.59,16.28
,,,,,30180,9,1969.28,16.28
,,,,,30180,12,1984.91,16.28
,,,,,30188,3,2140.08,11.52
,,,,,30188,6,2176.64,11.52
,,,,,30188,9,2205.64,11.52
,,,,,30188,12,2236.83,11.52
,,,,,30189,3,2098.99,17.04
,,,,,30189,6,2099.56,17.04
,,,,,30189,9,2101.23,17.04
,,,,,30189,12,2135.31,17.04
,,,,,30213,3,2020.09,14.35
,,,,,30213,6,2034.9,14.35
,,,,,30213,9,2051.89,14.35
,,,,,30213,12,2061.84,14.35
,,,,,30214,3,2168.1,19.36
,,,,,30214,6,2163.49,19.36
,,,,,30214,9,2182.76,19.36
,,,,,30214,12,2184.39,19.36
,,,,,30215,3,2413.83,20.85
,,,,,30215,6,2454.31,20.85
,,,,,30215,9,2469.94,20.85
,,,,,30215,12,2501.69,20.85
,,,,,30223,3,1268.03,7.09
,,,,,30223,6,1279.13,7.09
,,,,,30223,9,1302.93,7.09
,,,,,30223,12,1306.78,7.09
,,,,,30224,3,1476.6,13.57
,,,,,30224,6,1476.6,13.57
,,,,,30224,9,1523.82,13.57
,,,,,30224,12,1528.82,13.57
,,,,,30228,3,1937.9,14.92
,,,,,30228,6,1952.9,14.92
,,,,,30228,9,1970.75,14.92
,,,,,30228,12,1989.32,14.92
,,,,,30236,3,1661.29,8.92
,,,,,30236,6,1684.83,8.92
,,,,,30236,9,1713.45,8.92
,,,,,30236,12,1735.69,8.92
,,,,,30238,3,1735.7,15.08
,,,,,30238,6,1764.8,15.08
,,,,,30238,9,1791.38,15.08
,,,,,30238,12,1807.49,15.08
,,,,,30240,3,1438.34,28.03
,,,,,30240,6,1432.93,28.03
,,,,,30240,9,1432.94,28.03
,,,,,30240,12,1463.75,28.03
,,,,,30241,3,1220.81,14.52
,,,,,30241,6,1242.32,14.52
,,,,,30241,9,1267.68,14.52
,,,,,30241,12,1287.86,14.52
,,,,,30248,3,2145.99,11.2
,,,,,30248,6,2176.8,11.2
,,,,,30248,9,2193.33,11.2
,,,,,30248,12,2208.65,11.2
,,,,,30252,3,2140.94,14.07
,,,,,30252,6,2164.36,14.07
,,,,,30252,9,2184.25,14.07
,,,,,30252,12,2193.19,14.07
,,,,,30253,3,1866.68,7.22
,,,,,30253,6,1869.5,7.22
,,,,,30253,9,1886.51,7.22
,,,,,30253,12,1897.73,7.22
,,,,,30260,3,1567.88,13.85
,,,,,30260,6,1574.74,13.85
,,,,,30260,9,1588.26,13.85
,,,,,30260,12,1596.79,13.85
,,,,,30263,3,1627.07,10.66
,,,,,30263,6,1643.71,10.66
,,,,,30263,9,1665.45,10.66
,,,,,30263,12,1690.66,10.66
,,,,,30265,3,1891.26,14.03
,,,,,30265,6,1919.98,14.03
,,,,,30265,9,1954.18,14.03
,,,,,30265,12,1971.62,14.03
,,,,,30269,3,2196.43,15.71
,,,,,30269,6,2206.37,15.71
,,,,,30269,9,2215.69,15.71
,,,,,30269,12,2242.69,15.71
,,,,,30273,3,1818.46,16.15
,,,,,30273,6,1855.04,16.15
,,,,,30273,9,1860.13,16.15
,,,,,30273,12,1876.89,16.15
,,,,,30274,3,1589.29,16.33
,,,,,30274,6,1616.95,16.33
,,,,,30274,9,1620.14,16.33
,,,,,30274,12,1636.53,16.33
,,,,,30281,3,1598.35,5.52
,,,,,30281,6,1609.03,5.52
,,,,,30281,9,1627.82,5.52
,,,,,30281,12,1643.66,5.52
,,,,,30291,3,1871.89,10.92
,,,,,30291,6,1895.95,10.92
,,,,,30291,9,1923.28,10.92
,,,,,30291,12,1937.54,10.92
,,,,,30294,3,1906.18,16.27
,,,,,30294,6,1920.23,16.27
,,,,,30294,9,1937.54,16.27
,,,,,30294,12,1957.73,16.27
,,,,,30296,3,1740.57,14.35
,,,,,30296,6,1758.73,14.35
,,,,,30296,9,1776.26,14.35
,,,,,30296,12,1786.09,14.35
,,,,,30297,3,1389.89,16.15
,,,,,30297,6,1377.05,16.15
,,,,,30297,9,1348.98,16.15
,,,,,30297,12,1342.41,16.15
,,,,,30303,3,2098.24,22.44
,,,,,30303,6,2084.87,22.44
,,,,,30303,9,2030.8,22.44
,,,,,30303,12,2012.73,22.44
,,,,,30305,3,2114.89,11.96
,,,,,30305,6,2141.04,11.96
,,,,,30305,9,2145.12,11.96
,,,,,30305,12,2156.56,11.96
,,,,,30306,3,1802.85,11.94
,,,,,30306,6,1805.94,11.94
,,,,,30306,9,1824.29,11.94
,,,,,30306,12,1820.48,11.94
,,,,,30307,3,2013.84,11.36
,,,,,30307,6,2025.67,11.36
,,,,,30307,9,2041.67,11.36
,,,,,30307,12,2048.48,11.36
,,,,,30308,3,1989.58,8.72
,,,,,30308,6,2010,8.72
,,,,,30308,9,2038.28,8.72
,,,,,30308,12,2059.06,8.72
,,,,,30309,3,2139.53,12.98
,,,,,30309,6,2171.31,12.98
,,,,,30309,9,2211.88,12.98
,,,,,30309,12,2215.35,12.98
,,,,,30310,3,1903.16,15.04
,,,,,30310,6,1921.35,15.04
,,,,,30310,9,1946.45,15.04
,,,,,30310,12,1974.87,15.04
,,,,,30311,3,1743.51,33.96
,,,,,30311,6,1760.32,33.96
,,,,,30311,9,1765.84,33.96
,,,,,30311,12,1735.95,33.96
,,,,,30312,3,1844.41,11.15
,,,,,30312,6,1870.18,11.15
,,,,,30312,9,1881.91,11.15
,,,,,30312,12,1891.03,11.15
,,,,,30313,3,1831.29,21.11
,,,,,30313,6,1838.78,21.11
,,,,,30313,9,1846.03,21.11
,,,,,30313,12,1846.14,21.11
,,,,,30314,3,1708.86,18.27
,,,,,30314,6,1719.04,18.27
,,,,,30314,9,1743.13,18.27
,,,,,30314,12,1737.36,18.27
,,,,,30315,3,1856.41,10.65
,,,,,30315,6,1889.05,10.65
,,,,,30315,9,1921.84,10.65
,,,,,30315,12,1947.8,10.65
,,,,,30316,3,1887.18,7.68
,,,,,30316,6,1912.37,7.68
,,,,,30316,9,1937.99,7.68
,,,,,30316,12,1957.45,7.68
,,,,,30317,3,1945.78,20.55
,,,,,30317,6,1939.85,20.55
,,,,,30317,9,1953.76,20.55
,,,,,30317,12,1959.27,20.55
,,,,,30318,3,1812.86,7.03
,,,,,30318,6,1847.28,7.03
,,,,,30318,9,1870.82,7.03
,,,,,30318,12,1885.64,7.03
,,,,,30319,3,1864.23,8.24
,,,,,30319,6,1887.79,8.24
,,,,,30319,9,1911.66,8.24
,,,,,30319,12,1923.64,8.24
,,,,,30324,3,1703.19,7.45
,,,,,30324,6,1714.81,7.45
,,,,,30324,9,1729.86,7.45
,,,,,30324,12,1740.05,7.45
,,,,,30326,3,1923.96,7.35
,,,,,30326,6,1934.34,7.35
,,,,,30326,9,1937.37,7.35
,,,,,30326,12,1944.12,7.35
,,,,,30327,3,1720.84,14.07
,,,,,30327,6,1729.81,14.07
,,,,,30327,9,1740.26,14.07
,,,,,30327,12,1752.26,14.07
,,,,,30328,3,1843.84,10.54
,,,,,30328,6,1850.77,10.54
,,,,,30328,9,1863.24,10.54
,,,,,30328,12,1878.3,10.54
,,,,,30329,3,1730.42,15.3
,,,,,30329,6,1739.61,15.3
,,,,,30329,9,1763.8,15.3
,,,,,30329,12,1770.55,15.3
,,,,,30331,3,1759.86,17.5
,,,,,30331,6,1800.91,17.5
,,,,,30331,9,1803.13,17.5
,,,,,30331,12,1835.15,17.5
,,,,,30337,3,1340.13,12.28
,,,,,30337,6,1337.6,12.28
,,,,,30337,9,1334.14,12.28
,,,,,30337,12,1379.35,12.28
,,,,,30338,3,1694.02,5.35
,,,,,30338,6,1688.15,5.35
,,,,,30338,9,1694.91,5.35
,,,,,30338,12,1706.25,5.35
,,,,,30339,3,1775.2,10.59
,,,,,30339,6,1782.16,10.59
,,,,,30339,9,1790.37,10.59
,,,,,30339,12,1802.12,10.59
,,,,,30340,3,1376.38,26.19
,,,,,30340,6,1429.06,26.19
,,,,,30340,9,1441.87,26.19
,,,,,30340,12,1438.51,26.19
,,,,,30341,3,1837.78,12.87
,,,,,30341,6,1857.32,12.87
,,,,,30341,9,1873.44,12.87
,,,,,30341,12,1887.4,12.87
,,,,,30342,3,1735.4,15.45
,,,,,30342,6,1743.73,15.45
,,,,,30342,9,1758.16,15.45
,,,,,30342,12,1770.87,15.45
,,,,,30344,3,1506.11,17.62
,,,,,30344,6,1505.17,17.62
,,,,,30344,9,1531.81,17.62
,,,,,30344,12,1545.81,17.62
,,,,,30345,3,1638.94,9.28
,,,,,30345,6,1640.72,9.28
,,,,,30345,9,1638.04,9.28
,,,,,30345,12,1627.29,9.28
,,,,,30346,3,1863.12,19
,,,,,30346,6,1878.57,19
,,,,,30346,9,1898.98,19
,,,,,30346,12,1895.28,19
,,,,,30349,3,1853.36,10.46
,,,,,30349,6,1874.93,10.46
,,,,,30349,9,1906.56,10.46
,,,,,30349,12,1919.92,10.46
,,,,,30350,3,1509.22,9.25
,,,,,30350,6,1524.37,9.25
,,,,,30350,9,1528.84,9.25
,,,,,30350,12,1535.99,9.25
,,,,,30354,3,1719.01,30.9
,,,,,30354,6,1739.02,30.9
,,,,,30354,9,1726.17,30.9
,,,,,30354,12,1784.7,30.9
,,,,,30360,3,2006.73,24.68
,,,,,30360,6,2021.47,24.68
,,,,,30360,9,2012.89,24.68
,,,,,30360,12,2044.25,24.68
,,,,,30363,3,2204.62,20.65
,,,,,30363,6,2267.17,20.65
,,,,,30363,9,2203.77,20.65
,,,,,30363,12,2195.31,20.65
,,,,,30458,3,1309.62,10.94
,,,,,30458,6,1317.12,10.94
,,,,,30458,9,1320.6,10.94
,,,,,30458,12,1335.51,10.94
,,,,,30501,3,1488.13,14.15
,,,,,30501,6,1501.17,14.15
,,,,,30501,9,1502.88,14.15
,,,,,30501,12,1515.01,14.15
,,,,,30504,3,2141.6,24.83
,,,,,30504,6,2158.88,24.83
,,,,,30504,9,2169.89,24.83
,,,,,30504,12,2196.25,24.83
,,,,,30506,3,2056.63,23.74
,,,,,30506,6,2119.69,23.74
,,,,,30506,9,2130.29,23.74
,,,,,30506,12,2156.38,23.74
,,,,,30517,3,2348.44,17.35
,,,,,30517,6,2372.05,17.35
,,,,,30517,9,2376.56,17.35
,,,,,30517,12,2367.63,17.35
,,,,,30518,3,2111.72,7.58
,,,,,30518,6,2138.56,7.58
,,,,,30518,9,2167.08,7.58
,,,,,30518,12,2190.72,7.58
,,,,,30519,3,2163.13,15.26
,,,,,30519,6,2167.18,15.26
,,,,,30519,9,2177.36,15.26
,,,,,30519,12,2192.86,15.26
,,,,,30529,3,1579.68,0.4
,,,,,30529,6,1579.68,0.4
,,,,,30529,9,1579.68,0.4
,,,,,30529,12,1581.13,0.4
,,,,,30534,3,2126.59,15.35
,,,,,30534,6,2142.15,15.35
,,,,,30534,9,2147.41,15.35
,,,,,30534,12,2177.63,15.35
,,,,,30542,3,1936.16,11.02
,,,,,30542,6,1965.15,11.02
,,,,,30542,9,1962.61,11.02
,,,,,30542,12,1971.54,11.02
,,,,,30548,3,2092.57,17.22
,,,,,30548,6,2091.73,17.22
,,,,,30548,9,2118.9,17.22
,,,,,30548,12,2090.97,17.22
,,,,,30549,3,1748.46,19.07
,,,,,30549,6,1753.01,19.07
,,,,,30549,9,1748.7,19.07
,,,,,30549,12,1730.79,19.07
,,,,,30566,3,1492.24,18.54
,,,,,30566,6,1429.86,18.54
,,,,,30566,9,1481.96,18.54
,,,,,30566,12,1448.96,18.54
,,,,,30567,3,2006.64,6.69
,,,,,30567,6,2004.23,6.69
,,,,,30567,9,2003.51,6.69
,,,,,30567,12,2023.65,6.69
,,,,,30601,3,1793.13,7.08
,,,,,30601,6,1805.97,7.08
,,,,,30601,9,1811.51,7.08
,,,,,30601,12,1819.77,7.08
,,,,,30605,3,1627.07,7.28
,,,,,30605,6,1645.8,7.28
,,,,,30605,9,1666.22,7.28
,,,,,30605,12,1690.24,7.28
,,,,,30606,3,1619.59,8.28
,,,,,30606,6,1635.59,8.28
,,,,,30606,9,1666.93,8.28
,,,,,30606,12,1684.93,8.28
,,,,,30655,3,1704.33,14.92
,,,,,30655,6,1705.87,14.92
,,,,,30655,9,1698.47,14.92
,,,,,30655,12,1677.8,14.92
,,,,,30680,3,1990.69,23.04
,,,,,30680,6,1999.19,23.04
,,,,,30680,9,2007.33,23.04
,,,,,30680,12,2026.56,23.04
,,,,,30701,3,1554.07,11.28
,,,,,30701,6,1560.37,11.28
,,,,,30701,9,1592.5,11.28
,,,,,30701,12,1631.72,11.28
,,,,,30736,3,1698.13,7.4
,,,,,30736,6,1820.04,7.4
,,,,,30736,9,1931.33,7.4
,,,,,30736,12,2063.15,7.4
,,,,,30741,3,1377.96,14.01
,,,,,30741,6,1354.21,14.01
,,,,,30741,9,1369.53,14.01
,,,,,30741,12,1420.81,14.01
,,,,,30809,3,1887.41,14.13
,,,,,30809,6,1896.53,14.13
,,,,,30809,9,1904.34,14.13
,,,,,30809,12,1909.21,14.13
,,,,,30813,3,1815.69,7.03
,,,,,30813,6,1838.17,7.03
,,,,,30813,9,1860,7.03
,,,,,30813,12,1879.27,7.03
,,,,,30815,3,1361.6,14.22
,,,,,30815,6,1366.71,14.22
,,,,,30815,9,1382.92,14.22
,,,,,30815,12,1390.56,14.22
,,,,,30901,3,1065.01,13.1
,,,,,30901,6,1061.41,13.1
,,,,,30901,9,1065.12,13.1
,,,,,30901,12,1068.22,13.1
,,,,,30904,3,1234.32,8.56
,,,,,30904,6,1253.64,8.56
,,,,,30904,9,1273.97,8.56
,,,,,30904,12,1287.83,8.56
,,,,,30906,3,1264.98,7.52
,,,,,30906,6,1280.63,7.52
,,,,,30906,9,1296.79,7.52
,,,,,30906,12,1311.4,7.52
,,,,,30907,3,1388.67,7.55
,,,,,30907,6,1403.99,7.55
,,,,,30907,9,1422.1,7.55
,,,,,30907,12,1429.06,7.55
,,,,,30909,3,1375.26,6.98
,,,,,30909,6,1403.98,6.98
,,,,,30909,9,1422.73,6.98
,,,,,30909,12,1431.84,6.98
,,,,,31005,3,1754.23,17.17
,,,,,31005,6,1757.05,17.17
,,,,,31005,9,1770.83,17.17
,,,,,31005,12,1758.27,17.17
,,,,,31061,3,1331.92,12.49
,,,,,31061,6,1339.11,12.49
,,,,,31061,9,1375.43,12.49
,,,,,31061,12,1395.39,12.49
,,,,,31088,3,1470.96,8.88
,,,,,31088,6,1494.05,8.88
,,,,,31088,9,1508.94,8.88
,,,,,31088,12,1522.05,8.88
,,,,,31093,3,1483.6,10.45
,,,,,31093,6,1533.97,10.45
,,,,,31093,9,1523.77,10.45
,,,,,31093,12,1577.81,10.45
,,,,,31201,3,1135.53,12.69
,,,,,31201,6,1139.18,12.69
,,,,,31201,9,1114,12.69
,,,,,31201,12,1129.15,12.69
,,,,,31204,3,1065.91,13.72
,,,,,31204,6,1075.81,13.72
,,,,,31204,9,1079.17,13.72
,,,,,31204,12,1111.49,13.72
,,,,,31206,3,1070.25,10.49
,,,,,31206,6,1091.87,10.49
,,,,,31206,9,1105.01,10.49
,,,,,31206,12,1110.51,10.49
,,,,,31210,3,1215.48,9.74
,,,,,31210,6,1218.82,9.74
,,,,,31210,9,1209.49,9.74
,,,,,31210,12,1196.8,9.74
,,,,,31220,3,1498.02,22.18
,,,,,31220,6,1488.35,22.18
,,,,,31220,9,1505.89,22.18
,,,,,31220,12,1518.62,22.18
,,,,,31302,3,2261.75,0
,,,,,31302,6,2261.75,0
,,,,,31302,9,2261.75,0
,,,,,31302,12,2261.75,0
,,,,,31313,3,1631.34,11.22
,,,,,31313,6,1638.58,11.22
,,,,,31313,9,1643.85,11.22
,,,,,31313,12,1662.88,11.22
,,,,,31316,3,1873.66,13.09
,,,,,31316,6,1875.26,13.09
,,,,,31316,9,1910.26,13.09
,,,,,31316,12,1962.33,13.09
,,,,,31322,3,1754.98,6.22
,,,,,31322,6,1758.73,6.22
,,,,,31322,9,1781.28,6.22
,,,,,31322,12,1795.71,6.22
,,,,,31324,3,2282.91,11.63
,,,,,31324,6,2303.88,11.63
,,,,,31324,9,2333.23,11.63
,,,,,31324,12,2363.35,11.63
,,,,,31326,3,2192.51,13.2
,,,,,31326,6,2222.34,13.2
,,,,,31326,9,2273.42,13.2
,,,,,31326,12,2272.31,13.2
,,,,,31401,3,2162.55,10.51
,,,,,31401,6,2191.27,10.51
,,,,,31401,9,2219.09,10.51
,,,,,31401,12,2252.87,10.51
,,,,,31404,3,1753.94,11.3
,,,,,31404,6,1782.99,11.3
,,,,,31404,9,1806.55,11.3
,,,,,31404,12,1828.22,11.3
,,,,,31405,3,1688,4.72
,,,,,31405,6,1708.1,4.72
,,,,,31405,9,1739.24,4.72
,,,,,31405,12,1755.48,4.72
,,,,,31406,3,1654.09,19.49
,,,,,31406,6,1675.34,19.49
,,,,,31406,9,1705.16,19.49
,,,,,31406,12,1723.68,19.49
,,,,,31407,3,1750.61,10.89
,,,,,31407,6,1774.35,10.89
,,,,,31407,9,1797.48,10.89
,,,,,31407,12,1797.22,10.89
,,,,,31410,3,1965.42,19.93
,,,,,31410,6,2011.25,19.93
,,,,,31410,9,2007.2,19.93
,,,,,31410,12,2021.69,19.93
,,,,,31419,3,1663,6.84
,,,,,31419,6,1678.65,6.84
,,,,,31419,9,1691.15,6.84
,,,,,31419,12,1712.07,6.84
,,,,,31520,3,1486.3,19.81
,,,,,31520,6,1517.33,19.81
,,,,,31520,9,1463.89,19.81
,,,,,31520,12,1507.34,19.81
,,,,,31522,3,2646.35,31.77
,,,,,31522,6,2662.83,31.77
,,,,,31522,9,2728.38,31.77
,,,,,31522,12,2752.75,31.77
,,,,,31525,3,1574.81,11.27
,,,,,31525,6,1564.31,11.27
,,,,,31525,9,1559.95,11.27
,,,,,31525,12,1565.05,11.27
,,,,,31548,3,1659.87,13.23
,,,,,31548,6,1620.68,13.23
,,,,,31548,9,1655.85,13.23
,,,,,31548,12,1645.53,13.23
,,,,,31558,3,1585.34,17.21
,,,,,31558,6,1598.51,17.21
,,,,,31558,9,1610.75,17.21
,,,,,31558,12,1632.44,17.21
,,,,,31601,3,1059.38,15.26
,,,,,31601,6,1064.16,15.26
,,,,,31601,9,1077.32,15.26
,,,,,31601,12,1087.75,15.26
,,,,,31602,3,1255.68,9.59
,,,,,31602,6,1264.38,9.59
,,,,,31602,9,1272.07,9.59
,,,,,31602,12,1275.89,9.59
,,,,,31605,3,1513.11,12.45
,,,,,31605,6,1520.91,12.45
,,,,,31605,9,1528.3,12.45
,,,,,31605,12,1552.23,12.45
,,,,,31707,3,984.41,9.97
,,,,,31707,6,985.23,9.97
,,,,,31707,9,993.55,9.97
,,,,,31707,12,1010.9,9.97
,,,,,31721,3,1215.5,6.3
,,,,,31721,6,1215.38,6.3
,,,,,31721,9,1234.31,6.3
,,,,,31721,12,1226.97,6.3
,,,,,31763,3,1725.28,23.34
,,,,,31763,6,1812.44,23.34
,,,,,31763,9,1786.7,23.34
,,,,,31763,12,1828.46,23.34
,,,,,31901,3,1002.28,14.08
,,,,,31901,6,983.69,14.08
,,,,,31901,9,1003.09,14.08
,,,,,31901,12,1001.35,14.08
,,,,,31903,3,928.11,11.23
,,,,,31903,6,922.56,11.23
,,,,,31903,9,961.9,11.23
,,,,,31903,12,952.11,11.23
,,,,,31904,3,1426.15,17.48
,,,,,31904,6,1443.55,17.48
,,,,,31904,9,1479.64,17.48
,,,,,31904,12,1479.37,17.48
,,,,,31906,3,893.08,6.83
,,,,,31906,6,894.39,6.83
,,,,,31906,9,891.29,6.83
,,,,,31906,12,906.17,6.83
,,,,,31907,3,1153.06,6.94
,,,,,31907,6,1156.34,6.94
,,,,,31907,9,1166.28,6.94
,,,,,31907,12,1175.32,6.94
,,,,,31909,3,1528.74,16.4
,,,,,31909,6,1541.01,16.4
,,,,,31909,9,1539.85,16.4
,,,,,31909,12,1564.61,16.4
,,,,,32003,3,1950.04,12.99
,,,,,32003,6,1972.09,12.99
,,,,,32003,9,2001.85,12.99
,,,,,32003,12,2012.62,12.99
,,,,,32034,3,2476.33,12.3
,,,,,32034,6,2524.75,12.3
,,,,,32034,9,2543.28,12.3
,,,,,32034,12,2577.9,12.3
,,,,,32043,3,2034.57,18.33
,,,,,32043,6,2052.69,18.33
,,,,,32043,9,2058.28,18.33
,,,,,32043,12,2071.89,18.33
,,,,,32065,3,1900.12,9.33
,,,,,32065,6,1906.21,9.33
,,,,,32065,9,1919.69,9.33
,,,,,32065,12,1934.9,9.33
,,,,,32068,3,1971.21,10.56
,,,,,32068,6,1994.2,10.56
,,,,,32068,9,2016.32,10.56
,,,,,32068,12,2037.7,10.56
,,,,,32073,3,1460.46,10.7
,,,,,32073,6,1472,10.7
,,,,,32073,9,1468.78,10.7
,,,,,32073,12,1478.56,10.7
,,,,,32080,3,2178.38,16.08
,,,,,32080,6,2206.44,16.08
,,,,,32080,9,2225.05,16.08
,,,,,32080,12,2222.87,16.08
,,,,,32081,3,2353.8,19.34
,,,,,32081,6,2361.5,19.34
,,,,,32081,9,2376.9,19.34
,,,,,32081,12,2386.98,19.34
,,,,,32082,3,2445.46,21.11
,,,,,32082,6,2491.94,21.11
,,,,,32082,9,2519,21.11
,,,,,32082,12,2565.24,21.11
,,,,,32084,3,1926.87,12.09
,,,,,32084,6,1943.45,12.09
,,,,,32084,9,1949.33,12.09
,,,,,32084,12,1953.76,12.09
,,,,,32086,3,2071.33,10.98
,,,,,32086,6,2086.61,10.98
,,,,,32086,9,2085.22,10.98
,,,,,32086,12,2088.82,10.98
,,,,,32092,3,2346.75,13.85
,,,,,32092,6,2376.83,13.85
,,,,,32092,9,2389.47,13.85
,,,,,32092,12,2416.85,13.85
,,,,,32095,3,2152.47,8.86
,,,,,32095,6,2171.66,8.86
,,,,,32095,9,2171.07,8.86
,,,,,32095,12,2175.85,8.86
,,,,,32097,3,2100.47,17.12
,,,,,32097,6,2108.77,17.12
,,,,,32097,9,2127.66,17.12
,,,,,32097,12,2136.93,17.12
,,,,,32114,3,1537.27,11.29
,,,,,32114,6,1556.32,11.29
,,,,,32114,9,1564.51,11.29
,,,,,32114,12,1572.67,11.29
,,,,,32117,3,1689.18,12.61
,,,,,32117,6,1704.7,12.61
,,,,,32117,9,1717.83,12.61
,,,,,32117,12,1730.84,12.61
,,,,,32118,3,1627.52,18.17
,,,,,32118,6,1643.29,18.17
,,,,,32118,9,1636.15,18.17
,,,,,32118,12,1663.79,18.17
,,,,,32119,3,1506.9,11.02
,,,,,32119,6,1515.99,11.02
,,,,,32119,9,1530.15,11.02
,,,,,32119,12,1536.85,11.02
,,,,,32124,3,2332.92,15.19
,,,,,32124,6,2332.92,15.19
,,,,,32124,9,2274.51,15.19
,,,,,32124,12,2278.33,15.19
,,,,,32127,3,1785.65,15.56
,,,,,32127,6,1796.05,15.56
,,,,,32127,9,1790.77,15.56
,,,,,32127,12,1807.05,15.56
,,,,,32128,3,1886.61,13.79
,,,,,32128,6,1894.48,13.79
,,,,,32128,9,1877.97,13.79
,,,,,32128,12,1874.72,13.79
,,,,,32129,3,1758.48,7.29
,,,,,32129,6,1764.85,7.29
,,,,,32129,9,1766.39,7.29
,,,,,32129,12,1758.83,7.29
,,,,,32137,3,2117.5,14.13
,,,,,32137,6,2163.42,14.13
,,,,,32137,9,2195.24,14.13
,,,,,32137,12,2209.33,14.13
,,,,,32159,3,1909.38,23.95
,,,,,32159,6,1894.52,23.95
,,,,,32159,9,1925.75,23.95
,,,,,32159,12,1988.69,23.95
,,,,,32162,3,2132.05,57.3
,,,,,32162,6,2181.5,57.3
,,,,,32162,9,2288.49,57.3
,,,,,32162,12,2171.99,57.3
,,,,,32163,3,2195.88,0
,,,,,32163,6,2195.88,0
,,,,,32163,9,2195.88,0
,,,,,32163,12,2195.88,0
